"","IntervalStart","Temperature"
"76","1/4/2011 3:00",25.7
"77","1/4/2011 4:00",25.9
"78","1/4/2011 5:00",25.1
"79","1/4/2011 6:00",25.1
"80","1/4/2011 7:00",26.5
"81","1/4/2011 8:00",26.9
"82","1/4/2011 9:00",31.6
"83","1/4/2011 10:00",44.1
"84","1/4/2011 11:00",50.1
"85","1/4/2011 12:00",52.8
"86","1/4/2011 13:00",54.6
"87","1/4/2011 14:00",55.8
"88","1/4/2011 15:00",55.3
"89","1/4/2011 16:00",54.2
"90","1/4/2011 17:00",52.6
"91","1/4/2011 18:00",46.6
"92","1/4/2011 19:00",38.3
"93","1/4/2011 20:00",42.1
"94","1/4/2011 21:00",38
"95","1/4/2011 22:00",36.5
"96","1/4/2011 23:00",34.7
"97","1/5/2011 0:00",36.8
"98","1/5/2011 1:00",36.2
"99","1/5/2011 2:00",39.1
"100","1/5/2011 3:00",34.3
"101","1/5/2011 4:00",35.6
"102","1/5/2011 5:00",32.9
"103","1/5/2011 6:00",34.6
"104","1/5/2011 7:00",32.4
"105","1/5/2011 8:00",32.4
"106","1/5/2011 9:00",38.4
"107","1/5/2011 10:00",41.1
"108","1/5/2011 11:00",42.5
"109","1/5/2011 12:00",43.5
"110","1/5/2011 13:00",44.5
"111","1/5/2011 14:00",47.7
"112","1/5/2011 15:00",47.5
"113","1/5/2011 16:00",47.6
"114","1/5/2011 17:00",44.5
"115","1/5/2011 18:00",44.1
"116","1/5/2011 19:00",43.2
"117","1/5/2011 20:00",43
"118","1/5/2011 21:00",44.6
"119","1/5/2011 22:00",42.9
"120","1/5/2011 23:00",42.5
"121","1/6/2011 0:00",43.8
"122","1/6/2011 1:00",42.5
"123","1/6/2011 2:00",42.4
"124","1/6/2011 3:00",43.1
"125","1/6/2011 4:00",42
"126","1/6/2011 5:00",41.7
"127","1/6/2011 6:00",40.3
"128","1/6/2011 7:00",40.7
"129","1/6/2011 8:00",41.5
"130","1/6/2011 9:00",41.4
"131","1/6/2011 10:00",43.2
"132","1/6/2011 11:00",43.9
"133","1/6/2011 12:00",45.9
"134","1/6/2011 13:00",46.2
"135","1/6/2011 14:00",46.3
"136","1/6/2011 15:00",45.8
"137","1/6/2011 16:00",44.9
"138","1/6/2011 17:00",43.4
"139","1/6/2011 18:00",41.7
"140","1/6/2011 19:00",42.4
"141","1/6/2011 20:00",38.3
"142","1/6/2011 21:00",36
"143","1/6/2011 22:00",32.4
"144","1/6/2011 23:00",33.1
"145","1/7/2011 0:00",32.4
"146","1/7/2011 1:00",30.5
"147","1/7/2011 2:00",33.1
"148","1/7/2011 3:00",36.7
"149","1/7/2011 4:00",36.3
"150","1/7/2011 5:00",36.6
"151","1/7/2011 6:00",34.2
"152","1/7/2011 7:00",33.4
"153","1/7/2011 8:00",33.1
"154","1/7/2011 9:00",37.5
"155","1/7/2011 10:00",39.9
"156","1/7/2011 11:00",42.7
"157","1/7/2011 12:00",44.4
"158","1/7/2011 13:00",44.3
"159","1/7/2011 14:00",47.1
"160","1/7/2011 15:00",47.5
"161","1/7/2011 16:00",47.6
"162","1/7/2011 17:00",46.2
"163","1/7/2011 18:00",46.6
"164","1/7/2011 19:00",46.5
"165","1/7/2011 20:00",45.2
"166","1/7/2011 21:00",43.9
"167","1/7/2011 22:00",42.3
"168","1/7/2011 23:00",40.9
"169","1/8/2011 0:00",40.8
"170","1/8/2011 1:00",41.6
"171","1/8/2011 2:00",41.4
"172","1/8/2011 3:00",40.5
"173","1/8/2011 4:00",40.1
"174","1/8/2011 5:00",38.7
"175","1/8/2011 6:00",36.4
"176","1/8/2011 7:00",36
"177","1/8/2011 8:00",36.9
"178","1/8/2011 9:00",39.7
"179","1/8/2011 10:00",45
"180","1/8/2011 11:00",46
"181","1/8/2011 12:00",46.1
"182","1/8/2011 13:00",48
"183","1/8/2011 14:00",48.2
"184","1/8/2011 15:00",49.1
"185","1/8/2011 16:00",47.1
"186","1/8/2011 17:00",46.7
"187","1/8/2011 18:00",40.8
"188","1/8/2011 19:00",39
"189","1/8/2011 20:00",36.6
"190","1/8/2011 21:00",35.2
"191","1/8/2011 22:00",34.3
"192","1/8/2011 23:00",31.4
"193","1/9/2011 0:00",29.5
"194","1/9/2011 1:00",27.5
"195","1/9/2011 2:00",28.1
"196","1/9/2011 3:00",25.5
"197","1/9/2011 4:00",24.7
"198","1/9/2011 5:00",23.7
"199","1/9/2011 6:00",23.2
"200","1/9/2011 7:00",22.7
"201","1/9/2011 8:00",23.3
"202","1/9/2011 9:00",26.3
"203","1/9/2011 10:00",28.5
"204","1/9/2011 11:00",31.8
"205","1/9/2011 12:00",33.7
"206","1/9/2011 13:00",35
"207","1/9/2011 14:00",38.2
"208","1/9/2011 15:00",39.1
"209","1/9/2011 16:00",38.3
"210","1/9/2011 17:00",36.7
"211","1/9/2011 18:00",33.1
"212","1/9/2011 19:00",27.3
"213","1/9/2011 20:00",27.1
"214","1/9/2011 21:00",24.7
"215","1/9/2011 22:00",25.2
"216","1/9/2011 23:00",30.3
"217","1/10/2011 0:00",31.5
"218","1/10/2011 1:00",30.9
"219","1/10/2011 2:00",30.5
"220","1/10/2011 3:00",31.9
"221","1/10/2011 4:00",32.4
"222","1/10/2011 5:00",31.5
"223","1/10/2011 6:00",32.4
"224","1/10/2011 7:00",31.3
"225","1/10/2011 8:00",26.6
"226","1/10/2011 9:00",26.8
"227","1/10/2011 10:00",27.5
"228","1/10/2011 11:00",28.3
"229","1/10/2011 12:00",28.8
"230","1/10/2011 13:00",29.5
"231","1/10/2011 14:00",29.6
"232","1/10/2011 15:00",29.6
"233","1/10/2011 16:00",30.5
"234","1/10/2011 17:00",29.4
"235","1/10/2011 18:00",29.8
"236","1/10/2011 19:00",29.8
"237","1/10/2011 20:00",30.5
"238","1/10/2011 21:00",30.6
"239","1/10/2011 22:00",30.8
"240","1/10/2011 23:00",31.3
"241","1/11/2011 0:00",30.7
"242","1/11/2011 1:00",30.5
"243","1/11/2011 2:00",31
"244","1/11/2011 3:00",31.5
"245","1/11/2011 4:00",30.5
"246","1/11/2011 5:00",31.3
"247","1/11/2011 6:00",31.2
"248","1/11/2011 7:00",31.1
"249","1/11/2011 8:00",31
"250","1/11/2011 9:00",32.6
"251","1/11/2011 10:00",31.7
"252","1/11/2011 11:00",32
"253","1/11/2011 12:00",31.6
"254","1/11/2011 13:00",33.6
"255","1/11/2011 14:00",32.5
"256","1/11/2011 15:00",33.2
"257","1/11/2011 16:00",33.6
"258","1/11/2011 17:00",32.8
"259","1/11/2011 18:00",33.1
"260","1/11/2011 19:00",33.1
"261","1/11/2011 20:00",32.4
"262","1/11/2011 21:00",32.7
"263","1/11/2011 22:00",32.4
"264","1/11/2011 23:00",33.5
"265","1/12/2011 0:00",33.4
"266","1/12/2011 1:00",34.3
"267","1/12/2011 2:00",34.3
"268","1/12/2011 3:00",33.5
"269","1/12/2011 4:00",34.2
"270","1/12/2011 5:00",34.6
"271","1/12/2011 6:00",31.8
"272","1/12/2011 7:00",31.2
"273","1/12/2011 8:00",31.3
"274","1/12/2011 9:00",31.9
"275","1/12/2011 10:00",34.3
"276","1/12/2011 11:00",34.9
"277","1/12/2011 12:00",35.5
"278","1/12/2011 13:00",36.6
"279","1/12/2011 14:00",37.8
"280","1/12/2011 15:00",36.5
"281","1/12/2011 16:00",36.8
"282","1/12/2011 17:00",35
"283","1/12/2011 18:00",32.4
"284","1/12/2011 19:00",31.6
"285","1/12/2011 20:00",31.8
"286","1/12/2011 21:00",32.1
"287","1/12/2011 22:00",31.4
"288","1/12/2011 23:00",31.3
"289","1/13/2011 0:00",30.9
"290","1/13/2011 1:00",29.8
"291","1/13/2011 2:00",29
"292","1/13/2011 3:00",27.8
"293","1/13/2011 4:00",27
"294","1/13/2011 5:00",27
"295","1/13/2011 6:00",27
"296","1/13/2011 7:00",26
"297","1/13/2011 8:00",26.2
"298","1/13/2011 9:00",28.6
"299","1/13/2011 10:00",32.1
"300","1/13/2011 11:00",33.5
"301","1/13/2011 12:00",35.4
"302","1/13/2011 13:00",37.6
"303","1/13/2011 14:00",39.8
"304","1/13/2011 15:00",40
"305","1/13/2011 16:00",40.2
"306","1/13/2011 17:00",36.7
"307","1/13/2011 18:00",33.5
"308","1/13/2011 19:00",32.9
"309","1/13/2011 20:00",28.4
"310","1/13/2011 21:00",27.8
"311","1/13/2011 22:00",25.8
"312","1/13/2011 23:00",25.9
"313","1/14/2011 0:00",26.6
"314","1/14/2011 1:00",26.4
"315","1/14/2011 2:00",23.8
"316","1/14/2011 3:00",21.9
"317","1/14/2011 4:00",21.7
"318","1/14/2011 5:00",22.8
"319","1/14/2011 6:00",21.6
"320","1/14/2011 7:00",23.4
"321","1/14/2011 8:00",22.8
"322","1/14/2011 9:00",27.9
"323","1/14/2011 10:00",32.6
"324","1/14/2011 11:00",36.5
"325","1/14/2011 12:00",39.3
"326","1/14/2011 13:00",40.7
"327","1/14/2011 14:00",43.4
"328","1/14/2011 15:00",43.8
"329","1/14/2011 16:00",44.7
"330","1/14/2011 17:00",42.6
"331","1/14/2011 18:00",38.4
"332","1/14/2011 19:00",29.6
"333","1/14/2011 20:00",28.9
"334","1/14/2011 21:00",27.3
"335","1/14/2011 22:00",27.4
"336","1/14/2011 23:00",26.3
"337","1/15/2011 0:00",26.4
"338","1/15/2011 1:00",24.8
"339","1/15/2011 2:00",24.7
"340","1/15/2011 3:00",24.8
"341","1/15/2011 4:00",24
"342","1/15/2011 5:00",24
"343","1/15/2011 6:00",24.4
"344","1/15/2011 7:00",24.6
"345","1/15/2011 8:00",25.2
"346","1/15/2011 9:00",33.3
"347","1/15/2011 10:00",40.1
"348","1/15/2011 11:00",43.9
"349","1/15/2011 12:00",46.8
"350","1/15/2011 13:00",47.8
"351","1/15/2011 14:00",50
"352","1/15/2011 15:00",51
"353","1/15/2011 16:00",48.6
"354","1/15/2011 17:00",46.1
"355","1/15/2011 18:00",39.2
"356","1/15/2011 19:00",36.7
"357","1/15/2011 20:00",36.6
"358","1/15/2011 21:00",35.6
"359","1/15/2011 22:00",35.7
"360","1/15/2011 23:00",38.1
"361","1/16/2011 0:00",37.1
"362","1/16/2011 1:00",33.6
"363","1/16/2011 2:00",34
"364","1/16/2011 3:00",31.6
"365","1/16/2011 4:00",29.2
"366","1/16/2011 5:00",27.8
"367","1/16/2011 6:00",30
"368","1/16/2011 7:00",29.7
"369","1/16/2011 8:00",28.5
"370","1/16/2011 9:00",38.5
"371","1/16/2011 10:00",44.7
"372","1/16/2011 11:00",49.4
"373","1/16/2011 12:00",52.3
"374","1/16/2011 13:00",54
"375","1/16/2011 14:00",54.4
"376","1/16/2011 15:00",53.2
"377","1/16/2011 16:00",50.7
"378","1/16/2011 17:00",49.2
"379","1/16/2011 18:00",44.5
"380","1/16/2011 19:00",41.5
"381","1/16/2011 20:00",36.3
"382","1/16/2011 21:00",34.5
"383","1/16/2011 22:00",32.7
"384","1/16/2011 23:00",30.9
"385","1/17/2011 0:00",31
"386","1/17/2011 1:00",30.4
"387","1/17/2011 2:00",30.1
"388","1/17/2011 3:00",28.6
"389","1/17/2011 4:00",30.3
"390","1/17/2011 5:00",30.5
"391","1/17/2011 6:00",31
"392","1/17/2011 7:00",32.4
"393","1/17/2011 8:00",33.6
"394","1/17/2011 9:00",38.5
"395","1/17/2011 10:00",42.4
"396","1/17/2011 11:00",43.1
"397","1/17/2011 12:00",45.6
"398","1/17/2011 13:00",46
"399","1/17/2011 14:00",45.2
"400","1/17/2011 15:00",46.1
"401","1/17/2011 16:00",47.9
"402","1/17/2011 17:00",48.7
"403","1/17/2011 18:00",46.6
"404","1/17/2011 19:00",46.9
"405","1/17/2011 20:00",48.3
"406","1/17/2011 21:00",47.6
"407","1/17/2011 22:00",47.3
"408","1/17/2011 23:00",47.3
"409","1/18/2011 0:00",46.9
"410","1/18/2011 1:00",46
"411","1/18/2011 2:00",44.9
"412","1/18/2011 3:00",44.7
"413","1/18/2011 4:00",42.3
"414","1/18/2011 5:00",40.3
"415","1/18/2011 6:00",40.7
"416","1/18/2011 7:00",39.3
"417","1/18/2011 8:00",38.6
"418","1/18/2011 9:00",39.1
"419","1/18/2011 10:00",39.5
"420","1/18/2011 11:00",41.8
"421","1/18/2011 12:00",41.3
"422","1/18/2011 13:00",42.5
"423","1/18/2011 14:00",43.3
"424","1/18/2011 15:00",42.8
"425","1/18/2011 16:00",43.2
"426","1/18/2011 17:00",44.4
"427","1/18/2011 18:00",45.3
"428","1/18/2011 19:00",44.2
"429","1/18/2011 20:00",45.1
"430","1/18/2011 21:00",44.4
"431","1/18/2011 22:00",44.6
"432","1/18/2011 23:00",44.8
"433","1/19/2011 0:00",46.9
"434","1/19/2011 1:00",46.7
"435","1/19/2011 2:00",45.2
"436","1/19/2011 3:00",45.1
"437","1/19/2011 4:00",44.5
"438","1/19/2011 5:00",45.6
"439","1/19/2011 6:00",45.1
"440","1/19/2011 7:00",45.7
"441","1/19/2011 8:00",44.2
"442","1/19/2011 9:00",45.7
"443","1/19/2011 10:00",47.1
"444","1/19/2011 11:00",50.3
"445","1/19/2011 12:00",50.9
"446","1/19/2011 13:00",51.3
"447","1/19/2011 14:00",51.5
"448","1/19/2011 15:00",49.4
"449","1/19/2011 16:00",51.1
"450","1/19/2011 17:00",50.3
"451","1/19/2011 18:00",47
"452","1/19/2011 19:00",46.4
"453","1/19/2011 20:00",43.6
"454","1/19/2011 21:00",43.6
"455","1/19/2011 22:00",41.2
"456","1/19/2011 23:00",41.4
"457","1/20/2011 0:00",37
"458","1/20/2011 1:00",36.3
"459","1/20/2011 2:00",34.8
"460","1/20/2011 3:00",36.5
"461","1/20/2011 4:00",34.5
"462","1/20/2011 5:00",31.2
"463","1/20/2011 6:00",32
"464","1/20/2011 7:00",30.7
"465","1/20/2011 8:00",31.9
"466","1/20/2011 9:00",38.3
"467","1/20/2011 10:00",44.5
"468","1/20/2011 11:00",49.2
"469","1/20/2011 12:00",53.2
"470","1/20/2011 13:00",53.4
"471","1/20/2011 14:00",51.5
"472","1/20/2011 15:00",51.7
"473","1/20/2011 16:00",50.8
"474","1/20/2011 17:00",51.6
"475","1/20/2011 18:00",49.2
"476","1/20/2011 19:00",47.4
"477","1/20/2011 20:00",44.5
"478","1/20/2011 21:00",48
"479","1/20/2011 22:00",44.1
"480","1/20/2011 23:00",48.9
"481","1/21/2011 0:00",51.2
"482","1/21/2011 1:00",52
"483","1/21/2011 2:00",51.4
"484","1/21/2011 3:00",49.2
"485","1/21/2011 4:00",47
"486","1/21/2011 5:00",45.6
"487","1/21/2011 6:00",45.2
"488","1/21/2011 7:00",47.3
"489","1/21/2011 8:00",45.8
"490","1/21/2011 9:00",44.1
"491","1/21/2011 10:00",44.2
"492","1/21/2011 11:00",46.3
"493","1/21/2011 12:00",46.3
"494","1/21/2011 13:00",48.7
"495","1/21/2011 14:00",47.5
"496","1/21/2011 15:00",47.9
"497","1/21/2011 16:00",48.5
"498","1/21/2011 17:00",45.3
"499","1/21/2011 18:00",40.4
"500","1/21/2011 19:00",36.8
"501","1/21/2011 20:00",36.4
"502","1/21/2011 21:00",35.3
"503","1/21/2011 22:00",30.4
"504","1/21/2011 23:00",30.5
"505","1/22/2011 0:00",29.1
"506","1/22/2011 1:00",29.8
"507","1/22/2011 2:00",30.5
"508","1/22/2011 3:00",30.4
"509","1/22/2011 4:00",29.3
"510","1/22/2011 5:00",28
"511","1/22/2011 6:00",27.8
"512","1/22/2011 7:00",28.4
"513","1/22/2011 8:00",28.5
"514","1/22/2011 9:00",28.5
"515","1/22/2011 10:00",30.3
"516","1/22/2011 11:00",30.2
"517","1/22/2011 12:00",29.6
"518","1/22/2011 13:00",29.3
"519","1/22/2011 14:00",30
"520","1/22/2011 15:00",29.7
"521","1/22/2011 16:00",30.2
"522","1/22/2011 17:00",30.5
"523","1/22/2011 18:00",28.7
"524","1/22/2011 19:00",26.5
"525","1/22/2011 20:00",25.4
"526","1/22/2011 21:00",24.5
"527","1/22/2011 22:00",23.8
"528","1/22/2011 23:00",23.6
"529","1/23/2011 0:00",21.9
"530","1/23/2011 1:00",21.2
"531","1/23/2011 2:00",19.2
"532","1/23/2011 3:00",18.1
"533","1/23/2011 4:00",18.1
"534","1/23/2011 5:00",19.3
"535","1/23/2011 6:00",18.2
"536","1/23/2011 7:00",18
"537","1/23/2011 8:00",20.8
"538","1/23/2011 9:00",27.2
"539","1/23/2011 10:00",32.8
"540","1/23/2011 11:00",39.3
"541","1/23/2011 12:00",42.5
"542","1/23/2011 13:00",43.1
"543","1/23/2011 14:00",44.4
"544","1/23/2011 15:00",45.6
"545","1/23/2011 16:00",46.3
"546","1/23/2011 17:00",41.7
"547","1/23/2011 18:00",39.5
"548","1/23/2011 19:00",38.3
"549","1/23/2011 20:00",36.4
"550","1/23/2011 21:00",34
"551","1/23/2011 22:00",32.4
"552","1/23/2011 23:00",28.3
"553","1/24/2011 0:00",28.4
"554","1/24/2011 1:00",27.4
"555","1/24/2011 2:00",26.4
"556","1/24/2011 3:00",25.7
"557","1/24/2011 4:00",24.8
"558","1/24/2011 5:00",26.6
"559","1/24/2011 6:00",29.5
"560","1/24/2011 7:00",29.6
"561","1/24/2011 8:00",31.6
"562","1/24/2011 9:00",35.3
"563","1/24/2011 10:00",39.2
"564","1/24/2011 11:00",40.1
"565","1/24/2011 12:00",44.4
"566","1/24/2011 13:00",47.3
"567","1/24/2011 14:00",47.4
"568","1/24/2011 15:00",47.3
"569","1/24/2011 16:00",47.8
"570","1/24/2011 17:00",44.9
"571","1/24/2011 18:00",40.6
"572","1/24/2011 19:00",40.7
"573","1/24/2011 20:00",39.9
"574","1/24/2011 21:00",39.7
"575","1/24/2011 22:00",40.4
"576","1/24/2011 23:00",39.1
"577","1/25/2011 0:00",37.7
"578","1/25/2011 1:00",37.5
"579","1/25/2011 2:00",37.7
"580","1/25/2011 3:00",37.4
"581","1/25/2011 4:00",37.6
"582","1/25/2011 5:00",38.2
"583","1/25/2011 6:00",38.2
"584","1/25/2011 7:00",39.7
"585","1/25/2011 8:00",39.5
"586","1/25/2011 9:00",38.3
"587","1/25/2011 10:00",40.7
"588","1/25/2011 11:00",40.9
"589","1/25/2011 12:00",42.9
"590","1/25/2011 13:00",45.7
"591","1/25/2011 14:00",46.3
"592","1/25/2011 15:00",47.8
"593","1/25/2011 16:00",46.2
"594","1/25/2011 17:00",47
"595","1/25/2011 18:00",47.5
"596","1/25/2011 19:00",46.1
"597","1/25/2011 20:00",47.6
"598","1/25/2011 21:00",50.4
"599","1/25/2011 22:00",50.3
"600","1/25/2011 23:00",50.5
"601","1/26/2011 0:00",53.2
"602","1/26/2011 1:00",56.8
"603","1/26/2011 2:00",56.5
"604","1/26/2011 3:00",54.1
"605","1/26/2011 4:00",52.6
"606","1/26/2011 5:00",51.4
"607","1/26/2011 6:00",48.1
"608","1/26/2011 7:00",49.7
"609","1/26/2011 8:00",48.1
"610","1/26/2011 9:00",49.3
"611","1/26/2011 10:00",51.3
"612","1/26/2011 11:00",52.5
"613","1/26/2011 12:00",53.4
"614","1/26/2011 13:00",57.3
"615","1/26/2011 14:00",59
"616","1/26/2011 15:00",55.3
"617","1/26/2011 16:00",53.1
"618","1/26/2011 17:00",51.4
"619","1/26/2011 18:00",49.3
"620","1/26/2011 19:00",48.8
"621","1/26/2011 20:00",48.1
"622","1/26/2011 21:00",47.5
"623","1/26/2011 22:00",46.9
"624","1/26/2011 23:00",44.5
"625","1/27/2011 0:00",44.1
"626","1/27/2011 1:00",43.3
"627","1/27/2011 2:00",41.3
"628","1/27/2011 3:00",37.4
"629","1/27/2011 4:00",36.9
"630","1/27/2011 5:00",34.3
"631","1/27/2011 6:00",33.8
"632","1/27/2011 7:00",33.3
"633","1/27/2011 8:00",31.8
"634","1/27/2011 9:00",38.9
"635","1/27/2011 10:00",42.8
"636","1/27/2011 11:00",47.8
"637","1/27/2011 12:00",47.4
"638","1/27/2011 13:00",48.4
"639","1/27/2011 14:00",50.8
"640","1/27/2011 15:00",48.2
"641","1/27/2011 16:00",48.8
"642","1/27/2011 17:00",45.5
"643","1/27/2011 18:00",43.7
"644","1/27/2011 19:00",41.2
"645","1/27/2011 20:00",41.6
"646","1/27/2011 21:00",39.6
"647","1/27/2011 22:00",36.9
"648","1/27/2011 23:00",37.7
"649","1/28/2011 0:00",34.3
"650","1/28/2011 1:00",35.4
"651","1/28/2011 2:00",32.8
"652","1/28/2011 3:00",30.3
"653","1/28/2011 4:00",30.6
"654","1/28/2011 5:00",32.7
"655","1/28/2011 6:00",32.5
"656","1/28/2011 7:00",29.7
"657","1/28/2011 8:00",37.9
"658","1/28/2011 9:00",42
"659","1/28/2011 10:00",46.8
"660","1/28/2011 11:00",49.4
"661","1/28/2011 12:00",52.1
"662","1/28/2011 13:00",55.8
"663","1/28/2011 14:00",55.8
"664","1/28/2011 15:00",56.7
"665","1/28/2011 16:00",54.5
"666","1/28/2011 17:00",53.9
"667","1/28/2011 18:00",50
"668","1/28/2011 19:00",44.6
"669","1/28/2011 20:00",40.7
"670","1/28/2011 21:00",39.4
"671","1/28/2011 22:00",37.2
"672","1/28/2011 23:00",36.3
"673","1/29/2011 0:00",34.2
"674","1/29/2011 1:00",33.3
"675","1/29/2011 2:00",31.9
"676","1/29/2011 3:00",30.5
"677","1/29/2011 4:00",31.4
"678","1/29/2011 5:00",29.6
"679","1/29/2011 6:00",29.6
"680","1/29/2011 7:00",28.5
"681","1/29/2011 8:00",30.1
"682","1/29/2011 9:00",41.8
"683","1/29/2011 10:00",46.9
"684","1/29/2011 11:00",49.6
"685","1/29/2011 12:00",52.9
"686","1/29/2011 13:00",52.4
"687","1/29/2011 14:00",53.9
"688","1/29/2011 15:00",53.3
"689","1/29/2011 16:00",53.6
"690","1/29/2011 17:00",53.9
"691","1/29/2011 18:00",50.8
"692","1/29/2011 19:00",48.1
"693","1/29/2011 20:00",47.6
"694","1/29/2011 21:00",46.2
"695","1/29/2011 22:00",47.8
"696","1/29/2011 23:00",49
"697","1/30/2011 0:00",48.3
"698","1/30/2011 1:00",49.7
"699","1/30/2011 2:00",48.7
"700","1/30/2011 3:00",48.1
"701","1/30/2011 4:00",46.3
"702","1/30/2011 5:00",44.9
"703","1/30/2011 6:00",41.1
"704","1/30/2011 7:00",40.4
"705","1/30/2011 8:00",39.6
"706","1/30/2011 9:00",49.7
"707","1/30/2011 10:00",51.5
"708","1/30/2011 11:00",59.8
"709","1/30/2011 12:00",66.2
"710","1/30/2011 13:00",66.5
"711","1/30/2011 14:00",64
"712","1/30/2011 15:00",61.9
"713","1/30/2011 16:00",60.8
"714","1/30/2011 17:00",57.6
"715","1/30/2011 18:00",52.6
"716","1/30/2011 19:00",49.9
"717","1/30/2011 20:00",46.6
"718","1/30/2011 21:00",42.4
"719","1/30/2011 22:00",42.5
"720","1/30/2011 23:00",41.2
"721","1/31/2011 0:00",43.8
"722","1/31/2011 1:00",40
"723","1/31/2011 2:00",37.5
"724","1/31/2011 3:00",38.5
"725","1/31/2011 4:00",38.4
"726","1/31/2011 5:00",41.9
"727","1/31/2011 6:00",40.3
"728","1/31/2011 7:00",41.6
"729","1/31/2011 8:00",42.4
"730","1/31/2011 9:00",45.7
"731","1/31/2011 10:00",45.9
"732","1/31/2011 11:00",48
"733","1/31/2011 12:00",49.8
"734","1/31/2011 13:00",49.7
"735","1/31/2011 14:00",48.4
"736","1/31/2011 15:00",49.7
"737","1/31/2011 16:00",49.6
"738","1/31/2011 17:00",47.2
"739","1/31/2011 18:00",47.1
"740","1/31/2011 19:00",46.3
"741","1/31/2011 20:00",45.3
"742","1/31/2011 21:00",44.5
"743","1/31/2011 22:00",41.7
"744","1/31/2011 23:00",40.2
"745","2/1/2011 0:00",41.3
"746","2/1/2011 1:00",41.2
"747","2/1/2011 2:00",39.9
"748","2/1/2011 3:00",38.5
"749","2/1/2011 4:00",39.4
"750","2/1/2011 5:00",37.3
"751","2/1/2011 6:00",37.9
"752","2/1/2011 7:00",37.9
"753","2/1/2011 8:00",39.7
"754","2/1/2011 9:00",40.4
"755","2/1/2011 10:00",45.3
"756","2/1/2011 11:00",48.7
"757","2/1/2011 12:00",47.4
"758","2/1/2011 13:00",47.8
"759","2/1/2011 14:00",49
"760","2/1/2011 15:00",51.4
"761","2/1/2011 16:00",51.6
"762","2/1/2011 17:00",50.7
"763","2/1/2011 18:00",49.1
"764","2/1/2011 19:00",49.3
"765","2/1/2011 20:00",48.6
"766","2/1/2011 21:00",50.1
"767","2/1/2011 22:00",54
"768","2/1/2011 23:00",57.2
"769","2/2/2011 0:00",60.3
"770","2/2/2011 1:00",63.7
"771","2/2/2011 2:00",66
"772","2/2/2011 3:00",65.1
"773","2/2/2011 4:00",62.8
"774","2/2/2011 5:00",63.1
"775","2/2/2011 6:00",65.2
"776","2/2/2011 7:00",63.9
"777","2/2/2011 8:00",67.3
"778","2/2/2011 9:00",64.9
"779","2/2/2011 10:00",64.3
"780","2/2/2011 11:00",63.6
"781","2/2/2011 12:00",65.8
"782","2/2/2011 13:00",66.3
"783","2/2/2011 14:00",68.6
